season,position,team,played,won,draw,lost,goals_for,goals_against,goal_difference,points,home_games_played,away_games_played,home_goals_for,home_goals_against,away_goals_for,away_goals_against,home_wins,home_draws,home_losses,away_wins,away_draws,away_losses,season_form,home_form,away_form
2014-2015,12,West Ham,38,12,11,15,44,47,-3,47,19,19,25,18,19,29,9,4,6,3,7,9,"L,L,L,W,D,L,D,L,W,L,L,L,D,D,D,L,W,D,D,L,L,W,D,W,W,W,L,D,D,W,W,W,L,W,D,L,W,L","L,W,D,W,L,L,D,W,D,L,W,W,W,D,W,W,W,L,L","L,L,D,L,L,L,D,D,L,D,L,D,W,L,D,W,L,D,W"
2014-2015,13,West Brom,38,11,11,16,38,51,-13,44,19,19,24,26,14,25,7,4,8,4,7,8,"L,W,D,W,D,W,L,L,L,W,L,W,D,W,D,L,D,W,D,L,L,L,W,D,L,L,L,L,W,D,D,L,W,W,L,L,D,D","W,D,L,L,W,W,W,L,W,L,W,L,L,L,D,D,W,L,D","L,D,W,W,L,L,D,D,D,D,L,L,D,L,W,L,W,L,D"
2014-2015,14,Leicester,38,11,8,19,46,55,-9,41,19,19,28,22,18,33,7,5,7,4,3,12,"W,D,W,W,L,W,W,W,W,L,D,L,D,L,L,L,L,W,D,W,L,L,L,L,L,L,D,L,L,L,L,D,L,W,W,D,L,D","W,W,W,L,W,W,D,L,L,W,L,L,L,D,L,D,W,D,D","D,W,W,L,L,D,L,L,D,W,L,L,L,L,L,L,L,W,L"
2014-2015,15,Newcastle,38,10,9,19,40,63,-23,39,19,19,26,27,14,36,7,5,7,3,4,12,"W,L,D,L,L,L,L,L,L,L,L,W,L,D,D,W,L,L,D,W,L,L,L,W,D,L,W,W,W,W,W,D,L,D,L,D,D,L","W,D,L,L,L,L,W,D,L,D,W,L,W,W,W,W,D,D,L","L,L,L,L,L,L,D,W,L,L,L,D,L,W,W,D,L,L,D"
2014-2015,16,Sunderland,38,7,17,14,31,53,-22,38,19,19,16,27,15,26,4,8,7,3,9,7,"L,D,D,W,W,D,L,W,L,L,D,L,D,L,D,W,L,L,L,D,L,W,D,D,L,D,D,D,W,L,L,W,D,D,D,L,D,D","D,W,L,W,L,D,L,W,L,L,D,L,D,D,L,W,D,D,D","L,D,W,D,L,D,L,D,L,L,D,W,D,D,W,L,D,L,D"
2014-2015,17,Aston Villa,38,10,8,20,31,57,-26,38,19,19,18,25,13,32,5,6,8,5,2,12,"L,L,W,W,L,W,D,L,L,W,W,L,L,L,L,L,L,L,D,D,L,D,L,W,W,D,D,D,L,L,L,L,L,L,W,W,D,W","L,W,W,D,L,W,L,L,L,D,D,D,W,D,L,L,L,W,D","L,L,W,L,W,L,L,L,L,L,L,W,D,D,L,L,L,W,W"
2014-2015,18,Hull,38,8,11,19,33,51,-18,35,19,19,19,24,14,27,5,5,9,3,6,10,"D,L,L,L,W,W,L,L,L,D,D,L,W,W,D,L,L,L,W,L,W,L,L,D,D,L,L,L,L,D,D,W,L,D,D,L,D,W","D,L,L,W,L,D,W,W,L,W,L,L,D,L,L,W,L,D,D","L,W,L,L,D,L,D,L,L,W,L,D,L,L,D,D,D,L,W"
2014-2015,19,Burnley,38,7,12,19,28,53,-25,33,19,19,14,21,14,32,4,7,8,3,5,11,"W,D,W,L,L,L,L,D,L,W,L,L,D,L,D,L,L,W,D,D,L,L,W,L,D,D,W,W,L,L,L,D,L,D,D,D,L,L","D,L,L,D,W,L,D,L,W,L,W,D,D,W,L,L,D,D,L","W,W,L,L,L,L,D,L,L,D,D,L,L,W,L,D,L,D,L"
2014-2015,20,QPR,38,8,6,24,42,73,-31,30,19,19,23,24,19,49,6,5,8,2,1,16,"L,W,L,L,D,L,D,W,L,L,L,L,L,W,L,L,L,L,D,D,L,W,L,W,L,W,L,D,L,W,L,L,L,D,L,W,L,L","W,D,L,L,L,L,L,L,D,D,W,W,W,D,W,L,D,W,L","L,L,L,D,W,L,L,W,L,L,L,L,L,L,L,L,L,L,L"
2015-2016,1,Leicester,38,23,12,3,68,36,32,81,19,19,35,18,33,18,12,6,1,11,6,2,"D,W,D,W,D,W,W,W,W,W,D,W,L,W,W,W,D,W,D,D,L,W,W,W,D,W,W,W,W,D,W,L,D,W,D,D,W,W","W,W,D,W,W,D,W,W,W,D,D,W,D,W,W,L,W,D,W","D,D,W,W,W,L,W,D,W,L,W,W,W,W,D,W,D,D,W"
2015-2016,2,Arsenal,38,20,11,7,65,36,29,71,19,19,31,11,34,25,12,4,3,8,7,4,"W,D,W,D,W,D,D,W,W,D,L,L,W,W,D,L,D,D,W,W,L,W,W,W,D,L,D,W,W,W,W,W,L,W,W,D,W,L","W,W,W,D,W,L,W,D,L,W,W,W,W,D,W,W,W,D,L","D,D,D,W,D,L,W,D,D,L,W,D,L,W,W,W,L,W,W"
2015-2016,3,Spurs,38,19,13,6,69,35,34,70,19,19,35,15,34,20,10,6,3,9,7,3,"L,L,D,D,W,W,D,W,W,D,L,W,W,W,W,W,W,L,D,W,W,W,L,D,D,W,D,W,W,D,D,W,W,W,D,D,D,L","L,D,W,W,D,W,W,W,L,W,L,D,W,W,D,W,W,D,D","L,D,W,D,W,L,W,W,W,D,W,W,D,D,W,D,W,D,L"
2015-2016,4,Man City,38,19,9,10,71,41,30,66,19,19,47,21,24,20,12,2,5,7,7,5,"D,D,L,W,D,W,W,W,L,D,W,L,L,L,W,D,W,D,W,D,W,L,W,L,W,L,D,W,D,W,W,L,L,W,W,W,W,W","D,W,W,L,W,L,L,W,D,W,W,W,L,W,W,W,L,W,W","D,L,D,W,W,D,L,W,D,W,D,L,L,D,D,L,W,W,W"
2015-2016,5,Man Utd,38,19,9,10,49,35,14,66,19,19,27,9,22,26,12,5,2,7,4,8,"W,L,W,D,W,W,L,W,W,L,W,W,L,D,W,L,W,D,W,D,L,L,L,D,D,W,W,D,D,W,L,W,W,W,L,D,W,W","W,D,W,W,W,W,W,W,L,W,D,L,D,W,D,W,W,D,W","L,W,L,W,L,L,D,W,D,L,L,D,W,D,W,L,W,L,W"
2015-2016,6,Southampton,38,18,9,11,59,41,18,63,19,19,39,22,20,19,11,3,5,7,6,6,"W,W,W,W,D,W,L,W,W,D,L,L,W,W,D,W,W,W,L,L,W,L,L,D,L,L,W,W,D,D,W,W,L,D,W,D,L,D","W,W,W,W,D,L,W,W,W,W,L,D,L,W,D,W,L,W,L","W,W,D,L,W,L,W,D,W,L,L,L,L,W,D,W,D,D,D"
2015-2016,7,West Ham,38,16,14,8,65,51,14,62,19,19,34,26,31,25,9,7,3,7,7,5,"L,W,L,W,W,D,D,D,D,W,W,W,D,L,W,D,L,W,W,W,D,D,D,D,D,L,D,L,W,W,D,D,W,W,W,L,L,W","W,L,W,D,D,W,W,W,D,W,W,D,D,D,W,D,W,L,L","L,W,D,D,W,D,L,L,W,D,D,D,L,L,W,D,W,W,W"
2015-2016,8,Liverpool,38,16,12,10,63,50,13,60,19,19,33,22,30,28,8,8,3,8,4,7,"D,D,W,L,D,W,W,W,D,L,W,W,W,D,L,W,L,D,L,W,W,L,D,L,W,W,L,W,D,D,D,W,D,L,L,D,W,W","D,W,D,W,W,D,W,D,L,D,W,D,W,L,D,W,D,L,W","D,L,W,L,W,W,L,W,L,W,L,L,W,W,D,D,L,D,W"
2015-2016,9,Stoke,38,14,9,15,41,55,-14,51,19,19,22,24,19,31,8,4,7,6,5,8,"W,L,D,L,L,L,D,W,L,D,W,W,W,L,L,L,D,W,L,W,W,L,D,W,L,W,W,D,L,W,W,W,D,L,L,D,D,L","W,D,L,D,L,W,W,L,D,W,W,L,W,W,L,W,D,L,L","L,L,L,W,D,W,L,L,L,W,D,L,W,D,W,W,L,D,D"
2015-2016,10,Chelsea,38,12,14,12,59,53,6,50,19,19,32,30,27,23,5,9,5,7,5,7,"D,D,L,D,W,L,L,W,D,D,W,W,W,D,D,W,D,D,W,D,D,W,L,L,D,W,L,L,L,W,L,D,W,L,L,W,L,D","D,D,L,D,D,W,D,D,D,D,W,L,W,L,W,L,W,L,D","D,L,W,L,W,W,W,D,W,W,D,L,D,L,L,D,L,W,L"
2015-2016,11,Everton,38,11,14,13,59,55,4,47,19,19,35,30,24,25,6,5,8,5,9,5,"W,L,L,W,L,D,D,D,L,L,L,W,L,W,W,L,D,D,D,L,W,L,D,D,D,W,D,W,L,L,D,W,D,W,D,L,W,D","W,W,D,L,L,L,W,L,D,L,L,D,W,W,L,D,W,L,D","L,L,L,D,D,L,W,W,D,D,W,D,D,D,L,W,D,D,W"
2015-2016,12,Swansea,38,12,11,15,42,52,-10,47,19,19,20,20,22,32,8,6,5,4,5,10,"D,W,W,L,L,W,D,W,L,W,W,L,L,D,D,W,W,L,L,D,W,D,L,L,L,D,L,L,W,L,D,L,D,L,W,D,W,D","D,W,W,W,W,L,D,W,L,W,D,L,D,L,L,D,D,W,W","W,L,L,D,L,W,L,D,W,L,D,L,L,L,W,L,L,D,D"
2015-2016,13,Watford,38,12,9,17,40,50,-10,45,19,19,20,19,20,31,6,6,7,6,3,10,"D,L,L,W,L,W,D,L,L,L,L,D,W,L,D,W,L,L,L,L,D,W,W,W,W,L,L,W,W,L,D,L,W,W,L,D,D,D","D,W,D,L,L,D,D,W,L,L,W,W,L,W,L,L,W,D,D","L,L,L,W,L,L,W,L,L,L,D,W,W,L,W,D,W,L,D"
2015-2016,14,West Brom,38,10,13,15,34,48,-14,43,19,19,20,26,14,22,6,5,8,4,8,7,"D,D,L,D,L,L,L,D,L,W,D,W,W,L,D,D,L,D,W,W,L,L,D,D,D,W,L,L,W,W,L,L,W,D,W,L,D,L","D,L,L,L,W,W,D,D,W,W,L,D,W,L,W,L,D,L,L","D,D,L,L,D,D,W,L,L,D,L,D,D,L,W,L,W,W,D"
2015-2016,15,Crystal Palace,38,11,9,18,39,51,-12,42,19,19,19,23,20,28,6,3,10,5,6,8,"L,W,L,L,D,D,W,D,L,L,D,L,L,D,L,L,L,L,L,D,D,W,W,D,W,L,W,D,L,L,W,W,L,L,W,W,L,W","W,D,W,L,L,L,L,L,L,D,W,W,L,D,L,W,L,W,L","L,L,L,D,D,D,L,D,L,L,D,W,D,W,L,W,L,W,W"
2015-2016,16,Bournemouth,38,11,9,18,45,67,-22,42,19,19,23,34,22,33,5,5,9,6,4,9,"L,D,L,L,L,W,L,L,W,W,W,D,L,L,W,D,W,L,D,L,D,W,W,W,D,D,L,L,L,L,D,L,W,L,D,W,L,L","D,L,L,L,W,W,L,L,W,L,D,W,D,L,L,D,W,D,L","L,L,W,L,W,D,W,D,D,L,W,W,D,L,L,L,L,W,L"
2015-2016,17,Sunderland,38,9,12,17,48,62,-14,39,19,19,23,20,25,42,6,6,7,3,6,10,"D,W,W,D,D,W,L,D,D,D,D,L,W,D,L,D,L,W,W,L,L,L,L,L,W,W,L,L,W,L,D,L,L,L,D,D,L,L","W,W,D,L,D,D,W,L,D,W,L,L,W,L,W,D,L,D,L","D,D,W,D,D,L,D,L,W,L,L,L,W,L,L,L,L,D,L"
2015-2016,18,Newcastle,38,9,10,19,44,65,-21,37,19,19,32,24,12,41,7,7,5,2,3,14,"W,D,W,D,D,W,L,L,D,L,L,L,L,W,L,L,W,D,L,L,L,D,W,W,L,L,W,D,L,W,L,D,L,L,L,D,L,D","W,W,D,W,D,L,W,W,D,L,D,W,L,D,W,D,L,L,D","D,D,L,L,L,L,L,L,L,L,L,W,L,W,L,L,L,D,L"
2015-2016,19,Norwich,38,9,7,22,39,67,-28,34,19,19,26,30,13,37,6,5,8,3,2,14,"L,W,L,L,L,L,W,W,D,L,L,L,D,L,L,L,L,L,W,W,L,W,D,L,D,L,W,L,L,L,L,D,D,W,L,D,W,L","W,L,L,W,D,L,D,L,L,W,W,D,D,W,L,L,W,D,L","L,L,L,W,L,L,L,L,L,L,W,L,L,L,L,D,D,L,W"
2015-2016,20,Aston Villa,38,3,8,27,27,76,-49,17,19,19,14,35,13,41,2,5,12,1,3,15,"L,D,L,L,L,L,L,L,L,L,L,L,L,W,L,D,D,W,L,L,D,D,L,D,L,L,D,L,L,L,L,L,L,L,D,L,L,W","D,L,L,L,L,L,L,W,D,W,D,L,L,D,L,L,L,D,L","L,L,L,L,L,L,L,D,L,L,D,D,L,L,L,L,L,L,W"
2016-2017,1,Chelsea,38,30,3,5,85,33,52,93,19,19,55,17,30,16,17,0,2,13,3,3,"W,W,W,W,W,W,L,W,W,L,W,W,W,D,W,D,W,W,L,W,W,W,W,W,W,W,W,W,W,W,W,W,L,L,D,W,W,W","W,W,W,W,W,L,W,W,W,W,W,W,W,W,W,W,L,W,W","W,W,L,W,W,W,D,D,W,L,W,W,W,W,W,W,L,D,W"
2016-2017,2,Spurs,38,26,8,4,86,26,60,86,19,19,47,9,39,17,17,2,0,9,6,4,"W,W,W,L,W,W,W,W,W,W,W,W,W,L,W,D,D,W,W,W,W,W,W,L,W,L,W,D,D,D,D,W,W,W,W,D,W,D","W,W,W,W,W,W,W,W,W,W,W,W,W,W,D,W,W,D,W","W,W,L,W,W,W,L,D,D,W,W,L,L,D,D,D,W,W,D"
2016-2017,3,Man City,38,23,9,6,80,39,41,78,19,19,37,17,43,22,11,7,1,12,2,5,"W,W,W,W,D,D,W,W,L,D,D,D,W,W,W,W,D,L,W,L,W,W,W,L,L,W,W,D,W,D,D,L,W,W,W,W,W,W","W,W,W,D,W,D,D,W,D,W,W,W,L,D,D,D,W,W,W","W,D,W,L,D,W,W,W,L,L,W,L,W,W,W,L,W,W,W"
2016-2017,4,Liverpool,38,22,10,6,78,42,36,76,19,19,45,18,33,24,12,5,2,10,5,4,"W,W,D,W,L,W,W,D,W,D,W,W,L,W,L,D,L,D,D,W,W,W,W,D,L,W,D,W,W,W,D,W,W,W,W,D,L,W","W,D,L,D,W,W,W,W,D,L,W,W,D,W,W,W,D,W,W","W,W,W,W,D,L,L,D,D,W,W,L,D,W,W,W,D,L,W"
2016-2017,5,Arsenal,38,23,6,9,77,44,33,75,19,19,39,16,38,28,14,3,2,9,3,7,"W,W,W,W,W,L,W,W,L,W,D,L,L,W,L,L,W,W,D,W,W,L,L,W,W,W,D,D,W,D,W,W,W,W,W,W,D,L","W,W,W,W,W,D,W,L,W,W,W,W,W,D,D,W,W,W,L","W,W,L,W,L,L,L,L,W,D,L,L,W,D,W,W,W,W,D"
2016-2017,6,Man Utd,38,18,15,5,54,29,25,69,19,19,26,12,28,17,8,10,1,10,5,4,"W,D,L,L,D,D,W,W,W,D,D,W,D,W,W,D,D,D,W,W,W,W,W,W,D,D,D,W,D,L,D,D,W,L,L,W,W,W","W,D,W,D,D,D,W,D,D,W,W,W,D,D,D,D,W,L,W","D,L,L,D,W,W,W,W,D,W,W,W,D,W,L,D,L,W,W"
2016-2017,7,Everton,38,17,10,11,62,44,18,61,19,19,42,16,20,28,13,4,2,4,6,9,"L,W,L,L,D,W,W,D,L,W,W,L,W,D,W,D,W,W,W,D,W,L,W,L,D,L,D,L,W,L,D,D,L,W,W,W,W,D","W,L,W,W,W,W,W,W,W,W,L,W,D,D,W,D,W,W,D","L,L,D,D,L,L,D,D,W,D,W,L,L,L,L,D,L,W,W"
2016-2017,8,Southampton,38,12,10,16,41,48,-7,46,19,19,17,21,24,27,6,6,7,6,4,9,"L,D,W,L,D,D,L,L,W,W,D,L,W,W,L,L,W,L,L,L,L,W,D,W,L,W,D,L,L,D,W,D,W,W,L,D,L,D","L,D,L,D,L,W,D,L,W,L,L,W,W,D,L,W,W,D,D","W,D,L,W,L,W,W,L,L,L,W,D,L,L,D,D,W,L,L"
2016-2017,9,Bournemouth,38,12,10,16,55,67,-12,46,19,19,35,29,20,38,9,4,6,3,6,10,"D,W,D,W,W,L,L,D,D,W,W,D,L,L,L,L,D,L,D,W,L,L,W,L,W,L,W,L,L,D,W,D,W,L,W,D,L,L","W,D,W,L,W,W,L,L,D,D,L,W,W,L,D,W,W,W,L","D,W,L,D,D,D,L,L,L,W,L,L,L,W,L,D,L,D,L"
2016-2017,10,West Brom,38,12,9,17,43,51,-8,45,19,19,27,22,16,29,9,2,8,3,7,9,"L,L,L,D,L,L,L,L,D,W,L,L,W,D,W,D,W,L,W,W,L,L,W,L,W,D,W,W,L,L,D,D,D,W,L,D,L,W","L,L,L,L,W,L,W,W,W,W,L,W,W,W,L,D,W,D,L","L,L,D,L,D,L,D,D,L,W,L,L,D,W,L,D,D,L,W"
2016-2017,11,West Ham,38,12,9,17,47,64,-17,45,19,19,19,31,28,33,7,4,8,5,5,9,"W,L,W,D,D,D,W,L,L,L,L,L,D,D,W,L,W,W,L,L,W,W,W,D,L,D,L,D,L,W,W,D,L,L,L,L,W,L","L,W,D,W,L,L,D,L,W,L,W,W,L,D,W,D,L,L,W","W,D,D,L,L,L,D,W,W,L,W,D,D,L,L,W,L,L,L"
2016-2017,12,Leicester,38,12,8,18,48,63,-15,44,19,19,31,25,17,38,10,4,5,2,4,13,"D,L,L,W,W,L,D,L,W,W,W,W,W,L,L,L,L,L,D,W,L,D,L,W,L,D,L,L,D,W,L,D,L,W,L,W,D,L","D,L,W,W,W,W,W,L,L,W,L,W,D,L,W,D,W,W,D","L,W,L,D,L,W,L,L,L,D,D,L,L,L,D,L,L,L,L"
2016-2017,13,Stoke,38,11,11,16,41,56,-15,44,19,19,24,24,17,32,7,6,6,4,5,10,"W,L,D,D,L,W,L,L,L,L,D,W,L,W,L,D,D,W,W,L,L,D,D,L,W,W,L,D,W,W,W,D,D,L,L,L,L,D","L,D,W,L,L,W,W,D,D,W,D,D,W,L,W,W,D,L,L","W,D,L,L,L,D,L,L,W,L,L,L,W,D,W,D,L,L,D"
2016-2017,14,Crystal Palace,38,12,5,21,50,63,-13,41,19,19,24,25,26,38,6,2,11,6,3,10,"L,W,L,L,L,W,D,W,L,W,W,W,W,L,L,W,L,L,L,L,D,L,L,D,W,L,L,L,L,L,L,D,W,W,W,D,L,L","W,L,L,D,W,W,W,L,L,L,L,L,W,L,L,L,W,D,L","L,L,W,L,W,W,L,W,L,L,D,D,L,L,L,D,W,W,L"
2016-2017,15,Swansea,38,12,5,21,45,70,-25,41,19,19,27,34,18,36,8,3,8,4,2,13,"W,W,W,D,W,L,L,L,D,L,L,W,L,W,L,W,W,L,W,L,L,L,L,W,L,W,D,L,L,D,L,L,L,L,D,L,L,W","W,W,W,L,D,W,W,W,L,L,L,W,W,L,D,L,L,D,L","W,D,L,L,L,L,L,L,W,W,L,L,L,D,L,L,L,L,W"
2016-2017,16,Burnley,38,11,7,20,39,55,-16,40,19,19,26,20,13,35,10,3,6,1,4,14,"L,L,D,W,L,L,D,W,L,D,L,L,D,D,L,W,L,W,L,W,W,L,L,W,L,L,L,W,D,W,L,L,W,L,D,L,W,L","L,D,L,W,L,D,W,W,W,W,W,L,W,W,L,W,D,W,L","L,W,L,D,D,L,L,D,L,L,L,L,L,L,L,D,L,L,L"
2016-2017,17,Watford,38,11,7,20,40,68,-28,40,19,19,25,29,15,39,8,4,7,3,3,13,"L,L,L,L,L,L,W,L,W,W,L,L,D,L,W,W,D,D,L,L,D,L,L,W,L,L,W,L,W,D,W,D,L,W,W,L,L,D","L,L,W,W,W,L,D,W,D,L,D,W,L,W,W,D,W,L,L","L,L,L,L,L,L,L,W,D,L,L,L,L,L,D,W,L,W,D"
2016-2017,18,Hull,38,9,7,22,37,80,-43,34,19,19,28,35,9,45,8,4,7,1,3,15,"L,L,L,D,W,L,L,W,W,L,W,L,D,L,W,D,L,W,L,D,L,L,L,D,L,D,L,W,L,L,L,L,L,L,D,L,W,W","L,L,W,W,W,W,D,W,W,D,L,D,D,W,L,L,L,L,W","L,D,L,L,L,L,L,D,L,L,L,L,L,L,L,L,L,D,W"
2016-2017,19,Middlesbrough,38,5,13,20,27,53,-26,28,19,19,17,23,10,30,4,6,9,1,7,11,"L,L,L,D,W,L,L,D,L,D,L,L,L,D,L,D,L,D,D,L,L,W,L,L,W,D,L,D,W,D,L,D,L,L,L,D,W,D","L,D,W,L,D,L,D,D,L,D,W,L,W,L,W,L,L,L,D","L,L,L,L,D,L,L,L,D,L,L,L,D,D,D,D,L,D,W"
2016-2017,20,Sunderland,38,6,6,26,29,69,-40,24,19,19,16,34,13,35,3,5,11,3,1,15,"L,L,L,W,L,L,D,L,L,L,D,L,L,L,W,D,L,L,D,L,L,W,L,L,W,L,W,W,L,L,L,D,L,L,L,D,L,L","L,L,D,L,D,L,L,D,L,D,W,L,W,W,L,D,L,L,L","L,L,W,L,L,L,L,W,L,L,L,L,L,W,L,L,L,D,L"
2017-2018,1,Man City,38,32,4,2,106,27,79,100,19,19,61,14,45,13,16,2,1,16,2,1,"W,W,D,W,W,W,L,W,W,W,W,W,D,W,W,L,W,D,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,D,W","W,D,W,L,W,W,W,W,W,W,W,W,W,W,W,W,W,W,D","W,W,W,W,W,W,D,L,D,W,W,W,W,W,W,W,W,W,W"
2017-2018,2,Man Utd,38,25,6,7,68,28,40,81,19,19,38,9,30,19,15,2,2,10,4,5,"W,D,L,W,W,L,W,W,W,W,W,L,W,L,W,W,W,D,D,D,W,W,L,W,W,W,W,L,W,L,D,W,W,W,D,W,W,W","W,W,L,W,W,W,W,W,D,D,W,L,W,W,W,W,W,W,W","D,L,W,W,W,L,L,W,W,D,W,W,W,L,L,D,W,D,W"
2017-2018,3,Spurs,38,23,8,7,74,36,38,77,19,19,40,16,34,20,13,4,2,10,4,5,"W,W,L,W,D,L,W,W,W,W,W,W,D,W,D,W,D,W,W,W,L,W,W,D,L,D,L,W,L,W,W,W,W,D,W,D,L,W","W,W,W,L,W,W,W,W,D,W,W,W,D,W,W,W,D,D,L","L,D,W,W,W,W,D,D,W,W,L,D,L,L,L,W,W,W,W"
2017-2018,4,Liverpool,38,21,12,5,84,38,46,75,19,19,45,10,39,28,12,7,0,9,5,5,"W,L,D,D,W,D,W,W,L,W,W,W,D,W,L,W,W,W,W,D,W,D,D,W,W,D,W,W,W,L,D,D,W,D,L,W,W,D","W,D,W,W,W,W,D,W,W,W,D,D,D,W,W,D,D,W,W","L,D,D,W,L,W,W,L,W,D,W,W,W,W,L,D,W,L,D"
2017-2018,5,Chelsea,38,21,7,10,62,38,24,70,19,19,30,16,32,22,11,4,4,10,3,6,"L,D,W,W,W,W,D,L,W,L,L,W,L,L,W,D,D,W,W,D,W,W,L,W,W,D,W,W,W,W,L,L,W,D,W,W,W,L","D,W,D,L,W,W,L,D,W,W,W,W,W,W,W,L,D,W,L","L,W,W,W,L,L,L,W,D,D,W,L,D,W,W,L,W,W,W"
2017-2018,6,Arsenal,38,19,6,13,74,51,23,63,19,19,54,20,20,31,15,2,2,4,4,11,"W,L,W,L,W,L,W,W,W,L,L,L,W,L,W,L,D,D,W,D,W,D,D,L,W,W,W,L,W,W,L,W,W,D,W,L,L,W","W,W,W,W,W,L,W,W,D,D,W,L,W,W,W,W,W,W,W","W,L,L,L,L,L,L,L,D,W,D,D,W,L,W,L,D,L,L"
2017-2018,7,Burnley,38,14,12,12,36,39,-3,54,19,19,16,17,20,22,7,5,7,7,7,5,"L,L,D,D,L,W,W,W,W,W,D,L,D,D,L,L,L,D,D,L,D,W,W,L,W,L,W,W,W,L,D,W,D,D,W,D,L,W","L,D,L,W,W,D,D,L,L,L,W,W,L,W,W,D,D,W,L","L,D,W,W,W,L,D,L,D,D,D,L,W,W,L,W,D,D,W"
2017-2018,8,Everton,38,13,10,15,44,58,-14,49,19,19,28,22,16,36,10,4,5,3,6,10,"L,D,W,W,D,D,L,W,W,L,L,W,L,W,D,L,L,L,D,D,W,W,D,W,W,L,D,W,L,L,D,L,W,L,L,L,D,W","D,W,D,L,W,W,W,D,L,D,W,W,W,W,L,L,W,L,W","L,W,D,W,L,L,L,L,L,D,W,D,L,D,L,D,L,L,D"
2017-2018,9,Leicester,38,12,11,15,56,60,-4,47,19,19,25,22,31,38,7,6,6,5,5,9,"L,W,L,L,D,L,L,W,W,D,D,L,D,L,W,D,W,L,L,D,L,W,W,W,W,D,L,D,W,W,D,D,L,D,L,L,W,L","W,L,D,L,D,D,D,W,W,D,L,W,W,L,W,D,L,L,W","L,L,L,W,W,L,L,D,L,L,W,W,D,D,W,D,D,L,L"
2017-2018,10,Newcastle,38,12,8,18,39,47,-8,44,19,19,21,17,18,30,8,4,7,4,4,11,"W,L,L,L,L,W,W,W,W,L,D,W,D,D,L,D,W,D,L,W,L,L,L,L,D,L,L,L,L,W,D,D,L,W,W,W,L,L","W,L,W,W,W,W,D,D,D,L,L,L,L,L,W,D,W,W,L","L,L,L,W,L,D,D,L,W,W,L,L,D,L,L,D,L,W,L"
2017-2018,11,Crystal Palace,38,11,11,16,45,55,-10,44,19,19,29,27,16,28,7,5,7,4,6,9,"W,W,W,D,W,D,L,W,L,L,L,L,D,D,L,W,W,D,L,D,W,W,D,D,D,W,D,L,D,L,W,L,L,L,L,L,L,L","W,W,W,L,L,L,D,W,D,L,W,D,W,D,D,W,L,L,L","W,D,D,W,L,L,D,L,W,D,W,D,D,L,L,L,L,L,L"
2017-2018,12,Bournemouth,38,11,11,16,45,61,-16,44,19,19,26,30,19,31,7,5,7,4,6,9,"W,W,L,L,L,D,D,W,L,D,D,L,W,W,D,W,D,W,D,L,L,L,D,D,L,D,W,W,L,W,L,D,L,W,L,L,L,L","W,L,D,W,L,D,W,W,W,D,L,D,L,W,L,D,W,L,L","W,L,L,D,D,L,W,D,D,L,L,D,D,W,W,L,L,L,L"
2017-2018,13,West Ham,38,10,12,16,48,68,-20,42,19,19,24,26,24,42,7,6,6,3,6,10,"W,D,W,L,L,D,D,W,L,L,L,W,L,D,D,W,D,W,D,L,W,D,W,L,L,D,L,L,D,L,D,W,L,D,W,L,L,L","W,D,L,D,W,L,W,D,D,W,L,D,W,D,L,L,W,L,W","W,L,D,L,L,L,W,D,D,W,L,L,L,D,D,D,L,L,L"
2017-2018,14,Watford,38,11,8,19,44,64,-20,41,19,19,27,31,17,33,7,6,6,4,2,13,"L,W,L,D,L,L,D,L,L,W,W,L,W,D,L,D,L,L,W,L,L,L,L,D,L,W,W,L,L,L,W,D,W,L,W,D,W,D","W,D,L,D,W,W,W,D,L,W,L,D,L,W,L,W,L,D,D","L,L,L,L,L,L,D,L,L,L,L,L,W,L,L,D,W,W,W"
2017-2018,15,Brighton,38,9,13,16,34,54,-20,40,19,19,24,25,10,29,7,8,4,2,5,12,"L,L,W,D,D,L,D,L,L,W,W,D,W,D,L,L,D,D,L,W,D,L,L,L,D,L,D,W,D,W,D,L,W,L,W,D,L,L","W,D,D,L,W,W,W,L,D,W,D,L,D,D,D,D,W,W,L","L,L,D,L,L,D,D,L,D,L,L,L,L,W,W,L,L,D,L"
2017-2018,16,Huddersfield,38,9,10,19,28,58,-30,37,19,19,16,25,12,33,6,5,8,3,5,11,"L,D,D,L,W,D,L,L,D,L,W,W,L,L,L,L,L,D,D,D,W,L,W,L,L,L,L,W,L,W,L,L,D,D,L,D,W,W","L,L,W,L,D,W,L,L,D,D,L,W,L,W,W,L,D,D,W","D,D,D,L,L,W,L,L,L,D,W,L,L,L,L,L,D,L,W"
2017-2018,17,Southampton,38,7,15,16,37,56,-19,36,19,19,20,26,17,30,4,7,8,3,8,8,"L,W,D,W,D,L,L,L,L,D,D,L,W,D,D,D,L,D,L,D,L,L,D,D,L,W,L,L,D,W,D,L,L,W,L,D,W,D","L,W,L,D,L,D,D,L,D,L,D,W,L,W,D,L,L,W,D","W,D,D,L,L,L,D,W,D,D,L,L,D,L,L,D,L,W,D"
